Order_ID,Category,City,Customer_Age,Price,Quantity,Delivery_Time_mins,Payment_Method,Rating,Order_Status
ZPT2300, Bakery ,Chennai,39.0,2180.72,4.0,-3.0,Cash,5.0,Returned
ZPT2301,Snacks,Pune,24.0,224.55,12.0,44.0,,5.0,Delivered
ZPT2302,Dairy & Eggs,Mumbai,39.0,1912.52,6.0,49.0,Cash,1.0,Returned
ZPT2303,Personal Care,Hyderabad,61.0,280.15,9.0,37.0,Debit Card,2.0,Returned
ZPT2304,Snacks,Pune,42.0,1459.42,,30.0,,3.0,
ZPT2305,Snacks,Ahmedabad,63.0,2044.23,3.0,13.0,Debit Card,2.0,
ZPT2306,Fruits & Vegetables,,57.0,474.03,8.0,16.0,Credit Card,5.0,
ZPT2307,Bakery,,60.0,1123.0,9.0,49.0,Cash,5.0,Returned
ZPT2308,Dairy & Eggs,Bangalore,60.0,1858.34,7.0,36.0,UPI,5.0,
ZPT2309,Meat & Fish,Ahmedabad,30.0,681.72,5.0,17.0,Cash,5.0,
ZPT2300,Meat & Fish,,51.0,2063.11,10.0,49.0,,,
ZPT2311,Dairy & Eggs,Mumbai,50.0,161.37,8.0,8.0,,3.0,Cancelled
ZPT2312,Cleaning,Ahmedabad,49.0,982.9,2.0,26.0,,1.0,Cancelled
ZPT2313,Snacks,Chennai,40.0,1199.43,4.0,35.0,,5.0,
ZPT2314,Personal Care,Delhi,53.0,2162.7,5.0,11.0,,2.0,
ZPT2315,Bakery,Bangalore,21.0,413.36,2.0,15.0,Wallet,1.0,Cancelled
ZPT2316,Bakery,Ahmedabad,19.0,1567.84,10.0,16.0,Cash,4.0,Delivered
ZPT2317,Meat & Fish,,34.0,1208.97,11.0,49.0,Cash,,Cancelled
ZPT2318,Meat & Fish,Delhi,43.0,271.97,8.0,40.0,,5.0,
ZPT2319,Dairy & Eggs,Bangalore,20.0,880.25,3.0,12.0,,5.0,
ZPT2320,Meat & Fish,Hyderabad,22.0,1677.28,14.0,14.0,,2.0,
ZPT2321,Personal Care,,22.0,1247.94,,45.0,Credit Card,1.0,Pending
ZPT2322,Personal Care,Pune,63.0,717.65,11.0,16.0,Credit Card,5.0,Returned
ZPT2323,Snacks,Chennai,37.0,1182.38,4.0,25.0,Credit Card,3.0,
ZPT2324,Meat & Fish,Pune,21.0,2002.06,6.0,39.0,UPI,2.0,
ZPT2325,Meat & Fish,Hyderabad,30.0,2309.85,3.0,29.0,,2.0,Returned
ZPT2326,Bakery,Ahmedabad,62.0,2174.64,8.0,8.0,Wallet,5.0,Pending
ZPT2327,Bakery,,29.0,84.72,6.0,43.0,UPI,1.0,
ZPT2328,Bakery,Bangalore,57.0,2181.73,4.0,43.0,,1.0,Pending
ZPT2329,Cleaning,Mumbai,47.0,1755.64,3.0,9.0,Debit Card,3.0,Returned
ZPT2330,Beverages,,30.0,2408.31,13.0,31.0,,3.0,Cancelled
ZPT2331,Meat & Fish,Kolkata,56.0,2438.76,8.0,21.0,UPI,5.0,Returned
ZPT2332,Fruits & Vegetables,Pune,19.0,1558.4,4.0,18.0,Credit Card,,Pending
ZPT2333,Snacks,,18.0,543.4,6.0,10.0,Wallet,2.0,Cancelled
ZPT2334,Meat & Fish,Pune,23.0,1636.13,7.0,19.0,,3.0,
ZPT2335,Beverages,,53.0,1274.98,7.0,42.0,,3.0,
ZPT2336,Snacks,Pune,22.0,2096.15,11.0,32.0,,2.0,Delivered
ZPT2337,Bakery,Pune,,953.32,7.0,29.0,,2.0,Pending
ZPT2338,Fruits & Vegetables,Mumbai,28.0,,7.0,36.0,Cash,1.0,
ZPT2339,Snacks,Chennai,58.0,1626.31,6.0,11.0,Debit Card,4.0,Cancelled
ZPT2340,Meat & Fish,Mumbai,24.0,1246.16,6.0,41.0,UPI,3.0,Cancelled
ZPT2341,Fruits & Vegetables,,38.0,245.2,6.0,13.0,UPI,2.0,Returned
ZPT2342,Dairy & Eggs,Ahmedabad,45.0,805.36,14.0,43.0,Debit Card,1.0,
ZPT2343,Snacks,Pune,45.0,2206.77,6.0,33.0,UPI,4.0,Pending
ZPT2344,Beverages,Chennai,37.0,1708.46,12.0,20.0,Debit Card,1.0,
ZPT2345,Cleaning,Delhi,56.0,1677.64,4.0,49.0,Cash,,Pending
ZPT2346,Cleaning,,20.0,2367.25,6.0,29.0,Cash,3.0,Returned
ZPT2347,Personal Care,Mumbai,57.0,1363.61,12.0,33.0,UPI,3.0,Pending
ZPT2348,Fruits & Vegetables,Bangalore,46.0,403.12,11.0,41.0,Credit Card,3.0,
ZPT2349,Dairy & Eggs,,49.0,827.86,5.0,17.0,Wallet,2.0,Cancelled
ZPT2350,Fruits & Vegetables,Pune,19.0,117.22,1.0,47.0,Debit Card,3.0,
ZPT2351,Bakery,Chennai,27.0,727.46,10.0,16.0,,3.0,Pending
ZPT2352,Personal Care,Delhi,33.0,1666.25,14.0,28.0,Wallet,5.0,
ZPT2353,Fruits & Vegetables,Pune,61.0,2050.45,9.0,41.0,UPI,5.0,Pending
ZPT2354,Bakery,,49.0,,12.0,32.0,UPI,3.0,Cancelled
ZPT2355,Dairy & Eggs,Bangalore,54.0,1313.21,6.0,42.0,Cash,2.0,
ZPT2356,Dairy & Eggs,Ahmedabad,49.0,768.78,12.0,28.0,Debit Card,1.0,Cancelled
ZPT2357,Dairy & Eggs,Bangalore,41.0,2001.81,10.0,45.0,Wallet,4.0,Returned
ZPT2358,Fruits & Vegetables,Delhi,29.0,583.49,12.0,17.0,Debit Card,5.0,Delivered
ZPT2359,Cleaning,Pune,22.0,1713.78,13.0,30.0,UPI,2.0,Cancelled
ZPT2360,Cleaning,Kolkata,33.0,1956.56,14.0,46.0,UPI,1.0,Pending
ZPT2361,Cleaning,Delhi,23.0,1941.98,12.0,25.0,UPI,2.0,Cancelled
ZPT2362,Bakery,Delhi,59.0,1070.69,,36.0,Wallet,4.0,Pending
ZPT2363,Meat & Fish,Hyderabad,33.0,2235.31,14.0,21.0,UPI,4.0,
ZPT2364,Snacks,Delhi,60.0,1461.24,8.0,26.0,Debit Card,5.0,
ZPT2365,Cleaning,Mumbai,62.0,1130.11,1.0,38.0,,2.0,
ZPT2366,Meat & Fish,Kolkata,44.0,,6.0,12.0,UPI,4.0,
ZPT2367,Fruits & Vegetables,Ahmedabad,27.0,2299.9,7.0,,Debit Card,5.0,Delivered
ZPT2368,Dairy & Eggs,Delhi,54.0,2424.27,1.0,24.0,Wallet,4.0,Returned
ZPT2369,Meat & Fish,,62.0,1715.16,14.0,35.0,Credit Card,3.0,
ZPT2370,Cleaning,Ahmedabad,64.0,1749.77,14.0,19.0,Wallet,4.0,Pending
ZPT2371,Bakery,Pune,48.0,237.11,12.0,45.0,Credit Card,4.0,Pending
ZPT2372,Cleaning,,22.0,2033.1,6.0,41.0,UPI,5.0,Cancelled
ZPT2373,Fruits & Vegetables,Mumbai,55.0,1040.93,9.0,45.0,,2.0,Returned
ZPT2374,Dairy & Eggs,,37.0,1450.63,3.0,30.0,Cash,4.0,Returned
ZPT2375,Personal Care,,63.0,768.05,3.0,39.0,,4.0,
ZPT2376,Meat & Fish,Pune,40.0,1602.19,13.0,29.0,Credit Card,1.0,Returned
ZPT2377,Personal Care,Hyderabad,42.0,1383.86,10.0,32.0,Debit Card,3.0,Delivered
ZPT2378,Meat & Fish,Chennai,45.0,2455.83,8.0,19.0,Credit Card,1.0,Pending
ZPT2379,Bakery,Bangalore,51.0,289.12,7.0,12.0,,5.0,Pending
ZPT2380,Bakery,Bangalore,46.0,2052.37,6.0,32.0,Cash,4.0,
ZPT2381,Meat & Fish,,39.0,602.13,3.0,18.0,,5.0,Returned
ZPT2382,Cleaning,Delhi,50.0,1012.72,12.0,22.0,Wallet,4.0,Pending
ZPT2383,Cleaning,Mumbai,47.0,554.26,,34.0,,2.0,Pending
ZPT2384,Cleaning,Chennai,22.0,1466.74,4.0,37.0,UPI,4.0,Delivered
ZPT2385,Personal Care,Pune,55.0,1077.82,3.0,40.0,Wallet,3.0,Delivered
ZPT2386,Dairy & Eggs,Pune,58.0,2115.43,8.0,37.0,,4.0,Cancelled
ZPT2387,Snacks,Bangalore,60.0,752.43,12.0,39.0,Debit Card,2.0,Pending
ZPT2388,Beverages,Hyderabad,39.0,2094.15,9.0,38.0,Credit Card,4.0,Returned
ZPT2389,Meat & Fish,Kolkata,26.0,1237.09,4.0,21.0,UPI,5.0,Cancelled
ZPT2390,Personal Care,,53.0,1971.32,1.0,40.0,,3.0,Cancelled
ZPT2391,Cleaning,Kolkata,35.0,1421.81,6.0,29.0,Wallet,3.0,
ZPT2392,Dairy & Eggs,,,,12.0,40.0,Wallet,5.0,
ZPT2393,Dairy & Eggs,Pune,64.0,2317.6,13.0,14.0,UPI,2.0,
ZPT2394,Personal Care,Mumbai,51.0,1927.1,3.0,39.0,,1.0,Pending
ZPT2395,Fruits & Vegetables,,49.0,2211.32,13.0,28.0,Wallet,,Pending
ZPT2396,Personal Care,,40.0,1830.47,,14.0,Cash,2.0,Returned
ZPT2397,Meat & Fish,Pune,18.0,2311.39,7.0,28.0,,2.0,
ZPT2398,Dairy & Eggs,,63.0,1612.13,9.0,31.0,Wallet,4.0,Pending
ZPT2399,Dairy & Eggs,Mumbai,31.0,1530.99,8.0,24.0,UPI,,Cancelled
ZPT2400,Bakery,Kolkata,28.0,1678.23,12.0,24.0,,5.0,Pending
ZPT2401,Personal Care,Bangalore,60.0,1070.99,1.0,37.0,Cash,,Returned
ZPT2402,Meat & Fish,,37.0,298.88,8.0,48.0,UPI,2.0,Pending
ZPT2403,Bakery,Ahmedabad,34.0,1897.64,6.0,20.0,,3.0,Returned
ZPT2404,Dairy & Eggs,Pune,20.0,798.54,14.0,40.0,Debit Card,5.0,
ZPT2405,Snacks,,46.0,1900.97,10.0,9.0,,3.0,Delivered
ZPT2406,Meat & Fish,Kolkata,23.0,1936.29,9.0,25.0,,,Delivered
ZPT2407,Bakery,,63.0,1340.01,,26.0,,1.0,
ZPT2408,Personal Care,Bangalore,32.0,69.89,3.0,24.0,Debit Card,4.0,Cancelled
ZPT2409,Personal Care,Delhi,61.0,2329.29,11.0,44.0,Cash,4.0,
ZPT2410,Dairy & Eggs,,20.0,1420.43,11.0,32.0,Debit Card,2.0,
ZPT2411,Fruits & Vegetables,Delhi,33.0,2172.71,1.0,31.0,Wallet,4.0,Delivered
ZPT2412,Beverages,Hyderabad,60.0,947.77,3.0,38.0,Cash,5.0,Returned
ZPT2413,Fruits & Vegetables,,63.0,2184.24,1.0,,,5.0,Cancelled
ZPT2414,Snacks,Bangalore,26.0,2465.71,5.0,11.0,,2.0,Cancelled
ZPT2415,Personal Care,Kolkata,43.0,1049.62,12.0,39.0,Debit Card,4.0,Delivered
ZPT2416,Cleaning,Hyderabad,51.0,1301.64,6.0,44.0,Wallet,5.0,Delivered
ZPT2417,Dairy & Eggs,Chennai,44.0,889.32,6.0,44.0,UPI,3.0,
ZPT2418,Bakery,Mumbai,42.0,811.62,8.0,28.0,Cash,3.0,
ZPT2419,Meat & Fish,Mumbai,51.0,2076.81,3.0,44.0,Wallet,2.0,
